from,to,amount,resource
0,2469623212774221070,0.18842501344925466,food,7200
0,157583724019887832,0.18645022545823053,food,7200
0,8608895519044431263,0.18299626999195695,food,7200
0,8198806582385567063,0.18299626967550608,food,7200
0,7244779340696923316,0.18125352108732784,food,7200
0,7291370715930012992,0.18034871863586943,food,7200
0,9204507559540794515,0.17805084948003014,food,7200
0,1105420178060062646,0.176131625856204,food,7200
0,6278103206994132190,0.1270069800475584,food,7200
0,4211364624498445119,0.09313043027247048,food,7200
0,2469623212774221070,0.14131876563982715,water,7200
0,157583724019887832,0.13983774547411176,water,7200
0,8608895519044431263,0.13724720876486707,water,7200
0,8198806582385567063,0.13724720874543195,water,7200
0,7244779340696923316,0.1359401450162281,water,7200
0,7291370715930012992,0.13526154488424424,water,7200
0,9204507559540794515,0.13353814322399415,water,7200
0,1105420178060062646,0.13209872586761762,water,7200
0,6278103206994132190,0.09525531271878229,water,7200
0,4211364624498445119,0.06984790113265626,water,7200
0,2469623212774221070,0.09421251081505488,energy,7200
0,157583724019887832,0.09322516135004033,energy,7200
0,8608895519044431263,0.0914981396174337,energy,7200
0,8198806582385567063,0.09149813961742748,energy,7200
0,7244779340696923316,0.09062676363873834,energy,7200
0,7291370715930012992,0.09017436366944231,energy,7200
0,9204507559540794515,0.08902542924406553,energy,7200
0,1105420178060062646,0.08806581768846655,energy,7200
0,6278103206994132190,0.06350353946874998,energy,7200
0,4211364624498445119,0.04656526505822889,energy,7200
0,157583724019887832,0.16739434540181541,food,14400
0,7244779340696923316,0.16666666564829313,food,14400
0,2469623212774221070,0.16666666531999397,food,14400
0,7291370715930012992,0.16666666523491003,food,14400
0,9204507559540794515,0.16666666518196038,food,14400
0,8608895519044431263,0.16666666515927275,food,14400
0,8198806582385567063,0.16666666509247285,food,14400
0,1105420178060062646,0.1666666650361126,food,14400
0,6278103206994132190,0.1270069832716798,food,14400
0,4211364624498445119,0.09313042051704823,food,14400
0,157583724019887832,0.12554569107098335,water,14400
0,8198806582385567063,0.1250000006807106,water,14400
0,1105420178060062646,0.125000000665084,water,14400
0,8608895519044431263,0.12500000066127903,water,14400
0,9204507559540794515,0.1250000006420997,water,14400
0,7291370715930012992,0.12500000061992012,water,14400
0,2469623212774221070,0.12500000058276228,water,14400
0,7244779340696923316,0.12500000044187232,water,14400
0,6278103206994132190,0.09525530788162939,water,14400
0,4211364624498445119,0.06984790438663557,water,14400
0,157583724019887832,0.0836971296800213,energy,14400
0,7244779340696923316,0.0833333333333357,energy,14400
0,8608895519044431263,0.08333333333333393,energy,14400
0,7291370715930012992,0.08333333333333393,energy,14400
0,9204507559540794515,0.08333333333333393,energy,14400
0,1105420178060062646,0.08333333333333304,energy,14400
0,8198806582385567063,0.08333333333333304,energy,14400
0,2469623212774221070,0.08333333333333215,energy,14400
0,6278103206994132190,0.06350355065222635,energy,14400
0,4211364624498445119,0.04656528121621273,energy,14400
0,157583724019887832,0.16666667786674338,food,21600
0,1105420178060062646,0.16666667781795574,food,21600
0,8198806582385567063,0.16666667780020816,food,21600
0,8608895519044431263,0.1666666774169805,food,21600
0,9204507559540794515,0.16666667715947625,food,21600
0,7291370715930012992,0.16666667680144087,food,21600
0,2469623212774221070,0.16666667619418973,food,21600
0,7244779340696923316,0.1666666738751985,food,21600
0,6278103206994132190,0.12700708217741052,food,21600
0,4211364624498445119,0.09313051210054102,food,21600
0,8608895519044431263,0.125,water,21600
0,1105420178060062646,0.125,water,21600
0,157583724019887832,0.125,water,21600
0,7291370715930012992,0.125,water,21600
0,2469623212774221070,0.125,water,21600
0,7244779340696923316,0.125,water,21600
0,8198806582385567063,0.125,water,21600
0,9204507559540794515,0.125,water,21600
0,6278103206994132190,0.09525526330089562,water,21600
0,4211364624498445119,0.06984786263829879,water,21600
0,7244779340696923316,0.0833333333333357,energy,21600
0,8608895519044431263,0.08333333333333393,energy,21600
0,7291370715930012992,0.08333333333333393,energy,21600
0,9204507559540794515,0.08333333333333393,energy,21600
0,1105420178060062646,0.08333333333333304,energy,21600
0,157583724019887832,0.08333333333333304,energy,21600
0,8198806582385567063,0.08333333333333304,energy,21600
0,2469623212774221070,0.08333333333333215,energy,21600
0,6278103206994132190,0.06350350862966225,energy,21600
0,4211364624498445119,0.04656524380205029,energy,21600
1105420178060062646,6278103206994132190,0.12700707378506326,food,28800
1105420178060062646,6278103206994132190,0.09525526373133442,water,28800
1105420178060062646,6278103206994132190,0.06350350519979964,energy,28800
1105420178060062646,6278103206994132190,0.1270070580119933,food,36000
1105420178060062646,6278103206994132190,0.09525527204641993,water,36000
1105420178060062646,6278103206994132190,0.06350351265778365,energy,36000
8608895519044431263,8198806582385567063,0.349662945901521,food,36000
8608895519044431263,8198806582385567063,0.26224720942614255,water,36000
8608895519044431263,8198806582385567063,0.1748314729507605,energy,36000
1105420178060062646,6278103206994132190,0.12700705071624618,food,43200
1105420178060062646,6278103206994132190,0.09525527589251759,water,43200
1105420178060062646,6278103206994132190,0.06350351610743443,energy,43200
8608895519044431263,8198806582385567063,0.16666666666666607,food,43200
8608895519044431263,8198806582385567063,0.125,water,43200
