from,to,amount,resource
0,1986248546570015157,0.182274020573594,food,7200
0,5883458775138192432,0.18227401956348466,food,7200
0,2148713739157070840,0.18227401956171008,food,7200
0,1874395613545495273,0.18227401956106348,food,7200
0,2240757590856554252,0.18227401956106348,food,7200
0,2474545641952598797,0.18227401956104217,food,7200
0,7199225863160365400,0.18227401956104217,food,7200
0,6685287454432965705,0.18194345162794434,food,7200
0,3437637532471211257,0.18194345127916023,food,7200
0,3890582203008204406,0.18194345127896483,food,7200
0,5650127593088408151,0.1819434512786593,food,7200
0,6959977964944065840,0.18194345127865752,food,7200
0,5734149896466293252,0.17903660648439867,food,7200
0,3324910744832511206,0.17903660648374142,food,7200
0,4964478337362046130,0.16725723974503204,food,7200
0,6864648178381439328,0.16053679767973073,food,7200
0,8570420079337566905,0.15553077101490942,food,7200
0,5104513154340680886,0.15361318616260888,food,7200
0,4991742038826743815,0.14777523223306144,food,7200
0,8523324935607728977,0.13215930526378816,food,7200
0,4015083282741944438,0.13067586380364649,food,7200
0,7887059629278503220,0.127971817801682,food,7200
0,6617623993374323804,0.11517722703905164,food,7200
0,8205451683718949422,0.09373157798342557,food,7200
0,167922428085622579,0.09092164971031558,food,7200
0,2613082758352241753,0.08672195150768847,food,7200
0,3247107499381258365,0.0688736359854345,food,7200
0,8312602196220173755,0.06726091330233519,food,7200
0,94350658869926689,0.06376551616368875,food,7200
0,6352147286062242681,0.040888878204809576,food,7200
0,1986248546570015157,0.13670551505554585,water,7200
0,2474545641952598797,0.13670551467089354,water,7200
0,7199225863160365400,0.1367055146708509,water,7200
0,2240757590856554252,0.13670551467083314,water,7200
0,5883458775138192432,0.13670551467079495,water,7200
0,2148713739157070840,0.13670551467079406,water,7200
0,1874395613545495273,0.13670551467079406,water,7200
0,6685287454432965705,0.13645758859225765,water,7200
0,3437637532471211257,0.13645758845910194,water,7200
0,3890582203008204406,0.13645758845905043,water,7200
0,5650127593088408151,0.13645758845899536,water,7200
0,6959977964944065840,0.13645758845899358,water,7200
0,5734149896466293252,0.13427745486283094,water,7200
0,3324910744832511206,0.13427745486280784,water,7200
0,4964478337362046130,0.1254434109695639,water,7200
0,6864648178381439328,0.12040308052645177,water,7200
0,8570420079337566905,0.11664856096362453,water,7200
0,5104513154340680886,0.11521037258164046,water,7200
0,4991742038826743815,0.11083190788463604,water,7200
0,8523324935607728977,0.09911996474100349,water,7200
0,4015083282741944438,0.0980073838376816,water,7200
0,7887059629278503220,0.09597934971325639,water,7200
0,6617623993374323804,0.08638340835164637,water,7200
0,8205451683718949422,0.07029917439178757,water,7200
0,167922428085622579,0.06819172853501865,water,7200
0,2613082758352241753,0.06504195536987689,water,7200
0,3247107499381258365,0.05165572112386485,water,7200
0,8312602196220173755,0.050446179319080464,water,7200
0,94350658869926689,0.04782463193097408,water,7200
0,6352147286062242681,0.030667156543401575,water,7200
0,1986248546570015157,0.09113700884651976,energy,7200
0,7199225863160365400,0.09113700865016483,energy,7200
0,2474545641952598797,0.09113700859194651,energy,7200
0,1874395613545495273,0.09113700848466699,energy,7200
0,2240757590856554252,0.09113700846683415,energy,7200
0,2148713739157070840,0.09113700842141803,energy,7200
0,5883458775138192432,0.09113700836435346,energy,7200
0,6685287454432965705,0.09097172456015912,energy,7200
0,3437637532471211257,0.09097172434068668,energy,7200
0,3890582203008204406,0.09097172429717837,energy,7200
0,5650127593088408151,0.09097172423069022,energy,7200
0,6959977964944065840,0.09097172422894673,energy,7200
0,5734149896466293252,0.08951830190164145,energy,7200
0,3324910744832511206,0.08951830185609566,energy,7200
0,4964478337362046130,0.0836290584906072,energy,7200
0,6864648178381439328,0.08026883836030851,energy,7200
0,8570420079337566905,0.07776582551765632,energy,7200
0,5104513154340680886,0.07680703331859817,energy,7200
0,4991742038826743815,0.07388805706521762,energy,7200
0,8523324935607728977,0.06608009546359161,energy,7200
0,4015083282741944438,0.06533837491641936,energy,7200
0,7887059629278503220,0.06398635225047844,energy,7200
0,6617623993374323804,0.057589058426516626,energy,7200
0,8205451683718949422,0.04686623645369714,energy,7200
0,167922428085622579,0.04546127266684774,energy,7200
0,2613082758352241753,0.04336142404280574,energy,7200
0,3247107499381258365,0.0344372684650911,energy,7200
0,8312602196220173755,0.03363090730814022,energy,7200
0,94350658869926689,0.03188320914619913,energy,7200
0,6352147286062242681,0.020444892996939412,energy,7200
0,4964478337362046130,0.1672579169689996,food,14400
0,2148713739157070840,0.16666666666666785,food,14400
0,3890582203008204406,0.16666666666666785,food,14400
0,1874395613545495273,0.16666666666666785,food,14400
0,2240757590856554252,0.16666666666666785,food,14400
0,3437637532471211257,0.16666666666666785,food,14400
0,5734149896466293252,0.16666666666666785,food,14400
0,5883458775138192432,0.16666666666666607,food,14400
0,6959977964944065840,0.16666666666666607,food,14400
0,5650127593088408151,0.16666666666666607,food,14400
0,3324910744832511206,0.16666666666666607,food,14400
0,2474545641952598797,0.1666666666666643,food,14400
0,1986248546570015157,0.1666666666666643,food,14400
0,6685287454432965705,0.1666666666666643,food,14400
0,7199225863160365400,0.1666666666666643,food,14400
0,6864648178381439328,0.16053744242802814,food,14400
0,8570420079337566905,0.15553140138932697,food,14400
0,5104513154340680886,0.15361380397878044,food,14400
0,4991742038826743815,0.14777582971873215,food,14400
0,8523324935607728977,0.13215985411519782,food,14400
0,4015083282741944438,0.13067640797640578,food,14400
0,7887059629278503220,0.12797235467874746,food,14400
0,6617623993374323804,0.11517772961152417,food,14400
0,8205451683718949422,0.0937320311177876,food,14400
0,167922428085622579,0.09092209883671654,food,14400
0,2613082758352241753,0.08672239027453976,food,14400
0,3247107499381258365,0.06887404128096941,food,14400
0,8312602196220173755,0.06726131576467642,food,14400
0,94350658869926689,0.06376591260133946,food,14400
0,6352147286062242681,0.04088923862309213,food,14400
0,4964478337362046130,0.12544308891719336,water,14400
0,5883458775138192432,0.125,water,14400
0,2148713739157070840,0.125,water,14400
0,3890582203008204406,0.125,water,14400
0,1874395613545495273,0.125,water,14400
0,2474545641952598797,0.125,water,14400
0,2240757590856554252,0.125,water,14400
0,1986248546570015157,0.125,water,14400
0,6685287454432965705,0.125,water,14400
0,7199225863160365400,0.125,water,14400
0,3437637532471211257,0.125,water,14400
0,6959977964944065840,0.125,water,14400
0,5734149896466293252,0.125,water,14400
0,5650127593088408151,0.125,water,14400
0,3324910744832511206,0.125,water,14400
0,6864648178381439328,0.12040277212275541,water,14400
0,8570420079337566905,0.11664825878100249,water,14400
0,5104513154340680886,0.11521007574181219,water,14400
0,4991742038826743815,0.11083161968983557,water,14400
0,8523324935607728977,0.09911969716111546,water,14400
0,4015083282741944438,0.09800711824521002,water,14400
0,7887059629278503220,0.09597908721411041,water,14400
0,6617623993374323804,0.08638316036721605,water,14400
