from,to,amount,resource
1986248546570015157,5883458775138192432,0.16666666666909258,food,7200
1986248546570015157,2148713739157070840,0.16666666666731444,food,7200
1986248546570015157,2240757590856554252,0.16666666666656482,food,7200
1986248546570015157,1874395613545495273,0.166666666666476,food,7200
1986248546570015157,2474545641952598797,0.16666666666593244,food,7200
1986248546570015157,7199225863160365400,0.1666666666656198,food,7200
1986248546570015157,5104513154340680886,0.15361359709740086,food,7200
1986248546570015157,4991742038826743815,0.147775643814831,food,7200
1986248546570015157,4015083282741944438,0.1306762773165877,food,7200
1986248546570015157,6617623993374323804,0.11517764232302152,food,7200
1986248546570015157,8205451683718949422,0.09373199566564061,food,7200
1986248546570015157,2474545641952598797,0.12500000000009948,water,7200
1986248546570015157,7199225863160365400,0.12500000000006395,water,7200
1986248546570015157,2240757590856554252,0.12500000000003908,water,7200
1986248546570015157,1874395613545495273,0.125,water,7200
1986248546570015157,2148713739157070840,0.12499999999997513,water,7200
1986248546570015157,5883458775138192432,0.12499999999994138,water,7200
1986248546570015157,5104513154340680886,0.115210197832611,water,7200
1986248546570015157,4991742038826743815,0.1108317328710493,water,7200
1986248546570015157,4015083282741944438,0.09800720799817952,water,7200
1986248546570015157,6617623993374323804,0.08638323175356888,water,7200
1986248546570015157,8205451683718949422,0.07029899676162676,water,7200
1986248546570015157,5883458775138192432,0.08333333333335435,energy,7200
1986248546570015157,2240757590856554252,0.08333333333334636,energy,7200
1986248546570015157,2474545641952598797,0.08333333333334281,energy,7200
1986248546570015157,1874395613545495273,0.08333333333333393,energy,7200
1986248546570015157,7199225863160365400,0.08333333333333215,energy,7200
1986248546570015157,2148713739157070840,0.08333333333332504,energy,7200
1986248546570015157,5104513154340680886,0.07680679857199646,energy,7200
1986248546570015157,4991742038826743815,0.07388782193138299,energy,7200
1986248546570015157,4015083282741944438,0.06533813868405769,energy,7200
1986248546570015157,6617623993374323804,0.057588821188838235,energy,7200
1986248546570015157,8205451683718949422,0.046865997862151065,energy,7200
5734149896466293252,3324910744832511206,0.1820099598796343,food,7200
5734149896466293252,4964478337362046130,0.16725764917448593,food,7200
5734149896466293252,8570420079337566905,0.15553118174554648,food,7200
5734149896466293252,167922428085622579,0.09092206772078892,food,7200
5734149896466293252,3324910744832511206,0.13650746990971818,water,7200
5734149896466293252,4964478337362046130,0.12544323688091108,water,7200
5734149896466293252,8570420079337566905,0.11664838630920027,water,7200
5734149896466293252,167922428085622579,0.06819155079071049,water,7200
5734149896466293252,3324910744832511206,0.09100497993981893,energy,7200
5734149896466293252,4964478337362046130,0.08362882458728915,energy,7200
5734149896466293252,8570420079337566905,0.07776559087280077,energy,7200
5734149896466293252,167922428085622579,0.0454610338604895,energy,7200
6685287454432965705,3437637532471211257,0.18200995988002333,food,7200
6685287454432965705,3890582203008204406,0.18200995987987056,food,7200
6685287454432965705,5650127593088408151,0.18200995987963964,food,7200
6685287454432965705,6959977964944065840,0.18200995987963786,food,7200
6685287454432965705,6864648178381439328,0.1605372079641718,food,7200
6685287454432965705,8523324935607728977,0.1321597186226171,food,7200
6685287454432965705,7887059629278503220,0.12797223164770166,food,7200
6685287454432965705,2613082758352241753,0.08672236994584459,food,7200
6685287454432965705,3247107499381258365,0.06887405645622291,food,7200
6685287454432965705,8312602196220173755,0.06726133394872402,food,7200
6685287454432965705,94350658869926689,0.06376593719657597,food,7200
6685287454432965705,6352147286062242681,0.04088930186972117,food,7200
6685287454432965705,3437637532471211257,0.13650746990978035,water,7200
6685287454432965705,3890582203008204406,0.13650746990974483,water,7200
6685287454432965705,5650127593088408151,0.13650746990972884,water,7200
6685287454432965705,6959977964944065840,0.13650746990972706,water,7200
6685287454432965705,6864648178381439328,0.12040290597731307,water,7200
6685287454432965705,8523324935607728977,0.09911978897124207,water,7200
6685287454432965705,7887059629278503220,0.09597917374010745,water,7200
6685287454432965705,2613082758352241753,0.06504177746502338,water,7200
6685287454432965705,3247107499381258365,0.05165554234903347,water,7200
6685287454432965705,8312602196220173755,0.05044600046850656,water,7200
6685287454432965705,94350658869926689,0.047824452904535075,water,7200
6685287454432965705,6352147286062242681,0.030666976410194557,water,7200
6685287454432965705,3437637532471211257,0.09100497993982692,energy,7200
6685287454432965705,6959977964944065840,0.09100497993982071,energy,7200
6685287454432965705,3890582203008204406,0.09100497993981982,energy,7200
6685287454432965705,5650127593088408151,0.09100497993981982,energy,7200
6685287454432965705,6864648178381439328,0.08026860398659341,energy,7200
6685287454432965705,8523324935607728977,0.06607985931639337,energy,7200
6685287454432965705,7887059629278503220,0.06398611582915681,energy,7200
6685287454432965705,2613082758352241753,0.043361184980021505,energy,7200
6685287454432965705,3247107499381258365,0.03443702823660777,energy,7200
6685287454432965705,8312602196220173755,0.03363066698276329,energy,7200
6685287454432965705,94350658869926689,0.031882968606926854,energy,7200
6685287454432965705,6352147286062242681,0.020444650944497766,energy,7200
1986248546570015157,7199225863160365400,0.166666666667048,food,14400
1986248546570015157,2474545641952598797,0.1666666666669343,food,14400
1986248546570015157,1874395613545495273,0.16666666666673535,food,14400
1986248546570015157,2240757590856554252,0.16666666666668917,food,14400
1986248546570015157,2148713739157070840,0.16666666666666785,food,14400
1986248546570015157,5883458775138192432,0.16666666666666607,food,14400
1986248546570015157,5104513154340680886,0.15361359710479228,food,14400
1986248546570015157,4991742038826743815,0.14777564382174013,food,14400
1986248546570015157,4015083282741944438,0.13067627732157305,food,14400
1986248546570015157,6617623993374323804,0.11517764232606442,food,14400
1986248546570015157,8205451683718949422,0.09373199566631918,food,14400
1986248546570015157,2148713739157070840,0.12500000000002487,water,14400
1986248546570015157,1874395613545495273,0.125,water,14400
1986248546570015157,2474545641952598797,0.125,water,14400
1986248546570015157,2240757590856554252,0.125,water,14400
1986248546570015157,7199225863160365400,0.125,water,14400
1986248546570015157,5883458775138192432,0.12499999999992095,water,14400
1986248546570015157,5104513154340680886,0.1152101978368778,water,14400
1986248546570015157,4991742038826743815,0.11083173287528236,water,14400
1986248546570015157,4015083282741944438,0.09800720800257423,water,14400
1986248546570015157,6617623993374323804,0.08638323175839258,water,14400
1986248546570015157,8205451683718949422,0.07029899676619422,water,14400
1986248546570015157,5883458775138192432,0.08333333333340054,energy,14400
1986248546570015157,2148713739157070840,0.08333333333334281,energy,14400
1986248546570015157,2240757590856554252,0.08333333333332504,energy,14400
1986248546570015157,1874395613545495273,0.08333333333331616,energy,14400
1986248546570015157,2474545641952598797,0.08333333333325754,energy,14400
1986248546570015157,7199225863160365400,0.08333333333321491,energy,14400
1986248546570015157,5104513154340680886,0.07680679855773054,energy,14400
1986248546570015157,4991742038826743815,0.07388782191755672,energy,14400
1986248546570015157,4015083282741944438,0.0653381386717986,energy,14400
1986248546570015157,6617623993374323804,0.05758882117806463,energy,14400
1986248546570015157,8205451683718949422,0.04686599785360057,energy,14400
5734149896466293252,4964478337362046130,0.1672576491745179,food,14400
5734149896466293252,3324910744832511206,0.16666666666666963,food,14400
5734149896466293252,8570420079337566905,0.1555311817455678,food,14400
5734149896466293252,167922428085622579,0.09092206772080669,food,14400
5734149896466293252,4964478337362046130,0.1254432368808942,water,14400
5734149896466293252,3324910744832511206,0.12500000000000888,water,14400
5734149896466293252,8570420079337566905,0.11664838630917984,water,14400
5734149896466293252,167922428085622579,0.06819155079070116,water,14400
5734149896466293252,4964478337362046130,0.0836288245872554,energy,14400
5734149896466293252,3324910744832511206,0.08333333333333304,energy,14400
5734149896466293252,8570420079337566905,0.07776559087278478,energy,14400
5734149896466293252,167922428085622579,0.04546103386045175,energy,14400
6685287454432965705,6959977964944065840,0.16666666666666607,food,14400
6685287454432965705,5650127593088408151,0.16666666666666607,food,14400
6685287454432965705,3890582203008204406,0.166666666666071,food,14400
6685287454432965705,3437637532471211257,0.1666666666657015,food,14400
6685287454432965705,6864648178381439328,0.16053720796751314,food,14400
6685287454432965705,8523324935607728977,0.132159718624961,food,14400
6685287454432965705,7887059629278503220,0.12797223165001537,food,14400
6685287454432965705,2613082758352241753,0.08672236994697613,food,14400
6685287454432965705,3247107499381258365,0.06887405645726385,food,14400
6685287454432965705,8312602196220173755,0.06726133394955713,food,14400
6685287454432965705,94350658869926689,0.06376593719764534,food,14400
6685287454432965705,6352147286062242681,0.04088930187004425,food,14400
6685287454432965705,6959977964944065840,0.125,water,14400
6685287454432965705,5650127593088408151,0.125,water,14400
6685287454432965705,3890582203008204406,0.12499999999992184,water,14400
6685287454432965705,3437637532471211257,0.12499999999984368,water,14400
6685287454432965705,6864648178381439328,0.12040290597629166,water,14400
6685287454432965705,8523324935607728977,0.0991197889707447,water,14400
6685287454432965705,7887059629278503220,0.09597917373967313,water,14400
6685287454432965705,2613082758352241753,0.06504177746511974,water,14400
6685287454432965705,3247107499381258365,0.05165554234915826,water,14400
6685287454432965705,8312602196220173755,0.05044600046855097,water,14400
6685287454432965705,94350658869926689,0.04782445290454618,water,14400
6685287454432965705,6352147286062242681,0.030666976410431257,water,14400
6685287454432965705,3890582203008204406,0.08333333333333393,energy,14400
6685287454432965705,3437637532471211257,0.08333333333333393,energy,14400
6685287454432965705,6959977964944065840,0.08333333333333126,energy,14400
6685287454432965705,5650127593088408151,0.08333333333333037,energy,14400
6685287454432965705,6864648178381439328,0.08026860398445113,energy,14400
6685287454432965705,8523324935607728977,0.0660798593145615,energy,14400
6685287454432965705,7887059629278503220,0.0639861158273014,energy,14400
6685287454432965705,2613082758352241753,0.04336118497882291,energy,14400
6685287454432965705,3247107499381258365,0.03443702823546002,energy,14400
6685287454432965705,8312602196220173755,0.03363066698192263,energy,14400
6685287454432965705,94350658869926689,0.031882968605846385,energy,14400
