from,to,amount,resource
0,7441247310698739687,0.18850717956577157,food,7200
0,503724981318367575,0.18850717956556018,food,7200
0,8040070149115327324,0.1885071795655584,food,7200
0,8583732674121970774,0.18850717956555485,food,7200
0,629917933550980167,0.1805967266108368,food,7200
0,991223909916665471,0.18059672661038917,food,7200
0,2023868007237821202,0.1805967266103714,food,7200
0,2654122247717143748,0.1805967266103714,food,7200
0,2881397816964998711,0.17873532153230087,food,7200
0,5313661390249077120,0.17873532149545923,food,7200
0,4563505370978656679,0.17873532149152993,food,7200
0,9169366487452869020,0.1787322494810013,food,7200
0,5158529500847090652,0.17873224947049593,food,7200
0,7840995000141946727,0.17873224947041066,food,7200
0,1182955512444668961,0.17873224947035027,food,7200
0,3858916913295349392,0.10133597313570064,food,7200
0,1984206695053779961,0.08744053130923213,food,7200
0,321339428307490795,0.06677774762291433,food,7200
0,4836195412643814409,0.06664599844861074,food,7200
0,4896531326087462612,0.04037951249408778,food,7200
0,7441247310698739687,0.14138034949337275,water,7200
0,8583732674121970774,0.14138034903672292,water,7200
0,8040070149115327324,0.14138034854502557,water,7200
0,503724981318367575,0.14138034830056156,water,7200
0,629917933550980167,0.13544751315060566,water,7200
0,2654122247717143748,0.13544751129192178,water,7200
0,2023868007237821202,0.13544751094622853,water,7200
0,991223909916665471,0.13544750786629844,water,7200
0,2881397816964998711,0.13405147010080043,water,7200
0,4563505370978656679,0.13405146508178234,water,7200
0,5313661390249077120,0.1340514553805825,water,7200
0,9169366487452869020,0.13404915370021442,water,7200
0,5158529500847090652,0.1340491520676732,water,7200
0,7840995000141946727,0.13404915126862882,water,7200
0,1182955512444668961,0.13404914996626172,water,7200
0,3858916913295349392,0.07600209228859178,water,7200
0,1984206695053779961,0.06558051137416365,water,7200
0,321339428307490795,0.050083424227505,water,7200
0,4836195412643814409,0.04998461232537954,water,7200
0,4896531326087462612,0.030284748652038562,water,7200
0,7441247310698739687,0.09425358361089842,energy,7200
0,8583732674121970774,0.09425358353007596,energy,7200
0,8040070149115327324,0.09425358344412249,energy,7200
0,503724981318367575,0.09425358340145884,energy,7200
0,629917933550980167,0.09029835772501471,energy,7200
0,2654122247717143748,0.09029835739747938,energy,7200
0,2023868007237821202,0.09029835729514524,energy,7200
0,991223909916665471,0.09029835679708498,energy,7200
0,2881397816964998711,0.089367657053252,energy,7200
0,4563505370978656679,0.08936765618143028,energy,7200
0,5313661390249077120,0.08936765447531236,energy,7200
0,9169366487452869020,0.08936611887653179,energy,7200
0,5158529500847090652,0.08936611858839782,energy,7200
0,7840995000141946727,0.08936611844815268,energy,7200
0,1182955512444668961,0.08936611821947515,energy,7200
0,3858916913295349392,0.05066811283817829,energy,7200
0,1984206695053779961,0.04372039238587311,energy,7200
0,321339428307490795,0.033389001234677584,energy,7200
0,4836195412643814409,0.03332312666588311,energy,7200
0,4896531326087462612,0.020189884541495395,energy,7200
0,2881397816964998711,0.1666666666666714,food,14400
0,4563505370978656679,0.1666666666666714,food,14400
0,2023868007237821202,0.16666666666666785,food,14400
0,8583732674121970774,0.16666666666666785,food,14400
0,7441247310698739687,0.16666666666666785,food,14400
0,7840995000141946727,0.16666666666666785,food,14400
0,2654122247717143748,0.16666666666666785,food,14400
0,5158529500847090652,0.16666666666666785,food,14400
0,5313661390249077120,0.16666666666666785,food,14400
0,9169366487452869020,0.16666666666666785,food,14400
0,8040070149115327324,0.16666666666666607,food,14400
0,1182955512444668961,0.16666666666666607,food,14400
0,503724981318367575,0.16666666666666607,food,14400
0,991223909916665471,0.16666666666666607,food,14400
0,629917933550980167,0.1666666666666643,food,14400
0,3858916913295349392,0.1013361271928277,food,14400
0,1984206695053779961,0.0874406764971738,food,14400
0,321339428307490795,0.0667778843000999,food,14400
0,4836195412643814409,0.06664613504943429,food,14400
0,4896531326087462612,0.04037963851686577,food,14400
0,1182955512444668961,0.12500003713651076,water,14400
0,991223909916665471,0.12500003709147922,water,14400
0,503724981318367575,0.12500003637360457,water,14400
0,8040070149115327324,0.12500003612914057,water,14400
0,7840995000141946727,0.12500003583412855,water,14400
0,5313661390249077120,0.12500003573972585,water,14400
0,8583732674121970774,0.12500003563744322,water,14400
0,7441247310698739687,0.1250000351807934,water,14400
0,5158529500847090652,0.12500003503508417,water,14400
0,2023868007237821202,0.12500003401154558,water,14400
0,2654122247717143748,0.1250000336658772,water,14400
0,9169366487452869020,0.1250000334072645,water,14400
0,629917933550980167,0.12500003180797492,water,14400
0,4563505370978656679,0.1250000260368722,water,14400
0,2881397816964998711,0.12500002105808505,water,14400
0,3858916913295349392,0.07600207229585543,water,14400
0,1984206695053779961,0.06558049423758483,water,14400
0,321339428307490795,0.05008340987204685,water,14400
0,4836195412643814409,0.04998459801974686,water,14400
0,4896531326087462612,0.03028473781055796,water,14400
0,1182955512444668961,0.08333333984903035,energy,14400
0,991223909916665471,0.08333333984146485,energy,14400
0,503724981318367575,0.08333333971465429,energy,14400
0,8040070149115327324,0.08333333967198975,energy,14400
0,7840995000141946727,0.08333333962037237,energy,14400
0,5313661390249077120,0.08333333960381495,energy,14400
0,8583732674121970774,0.0833333395860354,energy,14400
0,7441247310698739687,0.08333333950524846,energy,14400
0,5158529500847090652,0.08333333948014321,energy,14400
0,2023868007237821202,0.08333333934337972,energy,14400
0,2654122247717143748,0.08333333924104025,energy,14400
0,9169366487452869020,0.08333333919407337,energy,14400
0,629917933550980167,0.08333333891377492,energy,14400
0,4563505370978656679,0.08333333789767039,energy,14400
0,2881397816964998711,0.08333333703365753,energy,14400
0,3858916913295349392,0.05066806795350631,energy,14400
0,1984206695053779961,0.043720353874868945,energy,14400
0,321339428307490795,0.03338896893127408,energy,14400
0,4836195412643814409,0.033323094384348995,energy,14400
0,4896531326087462612,0.020189860008106963,energy,14400
7441247310698739687,8040070149115327324,0.3551738462322245,food,28800
7441247310698739687,503724981318367575,0.3551738462322245,food,28800
7441247310698739687,8583732674121970774,0.3551738462322227,food,28800
7441247310698739687,1984206695053779961,0.17488135055668774,food,28800
7441247310698739687,8583732674121970774,0.26638038467416614,water,28800
7441247310698739687,8040070149115327324,0.26638038467416614,water,28800
7441247310698739687,503724981318367575,0.26638038467416614,water,28800
7441247310698739687,1984206695053779961,0.13116098033725754,water,28800
7441247310698739687,8040070149115327324,0.17758692311611224,energy,28800
7441247310698739687,503724981318367575,0.17758692311611224,energy,28800
7441247310698739687,8583732674121970774,0.17758692311611135,energy,28800
7441247310698739687,1984206695053779961,0.08744062878489522,energy,28800
629917933550980167,2023868007237821202,0.3472633932770357,food,28800
629917933550980167,991223909916665471,0.3472633932770357,food,28800
629917933550980167,2654122247717143748,0.34726339327700373,food,28800
629917933550980167,991223909916665471,0.260447544957775,water,28800
629917933550980167,2023868007237821202,0.2604475449577741,water,28800
629917933550980167,2654122247717143748,0.260447544957767,water,28800
629917933550980167,2023868007237821202,0.17363169663851963,energy,28800
629917933550980167,2654122247717143748,0.17363169663851963,energy,28800
629917933550980167,991223909916665471,0.1736316966385143,energy,28800
7441247310698739687,8583732674121970774,0.16666666666666785,food,36000
7441247310698739687,8040070149115327324,0.16666666666666607,food,36000
7441247310698739687,503724981318367575,0.16666666666666607,food,36000
7441247310698739687,1984206695053779961,0.08744066972377595,food,36000
7441247310698739687,8583732674121970774,0.125,water,36000
7441247310698739687,8040070149115327324,0.125,water,36000
7441247310698739687,503724981318367575,0.125,water,36000
7441247310698739687,1984206695053779961,0.0655804911520863,water,36000
7441247310698739687,8583732674121970774,0.08333333333333393,energy,36000
7441247310698739687,8040070149115327324,0.08333333333333304,energy,36000
7441247310698739687,503724981318367575,0.08333333333333304,energy,36000
7441247310698739687,1984206695053779961,0.04372031896355821,energy,36000
2881397816964998711,5313661390249077120,0.5120686548248692,food,36000
2881397816964998711,4563505370978656679,0.5120686548189752,food,36000
2881397816964998711,4896531326087462612,0.12113894159057748,food,36000
2881397816964998711,4563505370978656679,0.38405149111864745,water,36000
2881397816964998711,5313661390249077120,0.3840514911176758,water,36000
2881397816964998711,4896531326087462612,0.09085418698583525,water,36000
2881397816964998711,4563505370978656679,0.25603432741243637,energy,36000
2881397816964998711,5313661390249077120,0.25603432741197096,energy,36000
2881397816964998711,4896531326087462612,0.06056944444318013,energy,36000
629917933550980167,2654122247717143748,0.16666666666670338,food,36000
629917933550980167,2023868007237821202,0.1666666666666714,food,36000
629917933550980167,991223909916665471,0.16666666666650265,food,36000
629917933550980167,991223909916665471,0.12500000000000266,water,36000
629917933550980167,2023868007237821202,0.12499999999999645,water,36000
629917933550980167,2654122247717143748,0.12499999999997158,water,36000
629917933550980167,2023868007237821202,0.08333333333333393,energy,36000
629917933550980167,2654122247717143748,0.08333333333333393,energy,36000
629917933550980167,991223909916665471,0.08333333333333304,energy,36000
9169366487452869020,7840995000141946727,0.5120655828036789,food,36000
9169366487452869020,5158529500847090652,0.5120655828036789,food,36000
9169366487452869020,1182955512444668961,0.5120655828036522,food,36000
9169366487452869020,3858916913295349392,0.3040083425253588,food,36000
9169366487452869020,321339428307490795,0.2003336566403302,food,36000
9169366487452869020,4836195412643814409,0.1999384090540559,food,36000
9169366487452869020,7840995000141946727,0.3840491871027574,water,36000
9169366487452869020,5158529500847090652,0.3840491871027574,water,36000
9169366487452869020,1182955512444668961,0.3840491871027538,water,36000
9169366487452869020,3858916913295349392,0.22800621541637955,water,36000
9169366487452869020,321339428307490795,0.15025021199592814,water,36000
9169366487452869020,4836195412643814409,0.14995377635970586,water,36000
9169366487452869020,7840995000141946727,0.25603279140183943,energy,36000
9169366487452869020,1182955512444668961,0.25603279140183766,energy,36000
9169366487452869020,5158529500847090652,0.2560327914018359,energy,36000
9169366487452869020,3858916913295349392,0.15200411061512487,energy,36000
9169366487452869020,321339428307490795,0.10016678564637482,energy,36000
9169366487452869020,4836195412643814409,0.09996916192617222,energy,36000
7441247310698739687,8040070149115327324,0.16666666666666607,food,43200
8583732674121970774,503724981318367575,0.14329321189112676,food,43200
7441247310698739687,1984206695053779961,0.0874406664212728,food,43200
7441247310698739687,503724981318367575,0.023373454775539315,food,43200
7441247310698739687,8040070149115327324,0.125,water,43200
8583732674121970774,503724981318367575,0.10747116930415146,water,43200
7441247310698739687,1984206695053779961,0.06558049173680702,water,43200
7441247310698739687,503724981318367575,0.017528830695848097,water,43200
7441247310698739687,8040070149115327324,0.08333333333333304,energy,43200
8583732674121970774,503724981318367575,0.07164767565416241,energy,43200
7441247310698739687,1984206695053779961,0.04372032168134066,energy,43200
7441247310698739687,503724981318367575,0.011685657679169736,energy,43200
2881397816964998711,4563505370978656679,0.1666666666725689,food,43200
2881397816964998711,5313661390249077120,0.1666666666662735,food,43200
2881397816964998711,4896531326087462612,0.04037964582193898,food,43200
2881397816964998711,4563505370978656679,0.125,water,43200
2881397816964998711,5313661390249077120,0.12499999999893774,water,43200
2881397816964998711,4896531326087462612,0.03028472926917325,water,43200
2881397816964998711,5313661390249077120,0.08333333333379755,energy,43200
2881397816964998711,4563505370978656679,0.08333333333331439,energy,43200
2881397816964998711,4896531326087462612,0.0201898159146362,energy,43200
629917933550980167,991223909916665471,0.16666666666669272,food,43200
629917933550980167,2023868007237821202,0.16666666666666785,food,43200
629917933550980167,2654122247717143748,0.16666666666666785,food,43200
629917933550980167,2654122247717143748,0.12500000000003553,water,43200
629917933550980167,2023868007237821202,0.12500000000000355,water,43200
629917933550980167,991223909916665471,0.12499999999998579,water,43200
629917933550980167,991223909916665471,0.08333333333333659,energy,43200
629917933550980167,2023868007237821202,0.0833333333333286,energy,43200
629917933550980167,2654122247717143748,0.08333333333331794,energy,43200
9169366487452869020,7840995000141946727,0.16666666666666785,food,43200
9169366487452869020,5158529500847090652,0.16666666666666785,food,43200
9169366487452869020,1182955512444668961,0.16666666666664653,food,43200
9169366487452869020,3858916913295349392,0.10133610930141135,food,43200
9169366487452869020,321339428307490795,0.06677788292903886,food,43200
9169366487452869020,4836195412643814409,0.06664613374057282,food,43200
9169366487452869020,7840995000141946727,0.125,water,43200
9169366487452869020,5158529500847090652,0.125,water,43200
9169366487452869020,1182955512444668961,0.124999999999992,water,43200
9169366487452869020,3858916913295349392,0.07600207260406089,water,43200
9169366487452869020,321339428307490795,0.05008340448979798,water,43200
9169366487452869020,4836195412643814409,0.04998459260968291,water,43200
9169366487452869020,5158529500847090652,0.08333333333333748,energy,43200
9169366487452869020,7840995000141946727,0.08333333333333393,energy,43200
9169366487452869020,1182955512444668961,0.08333333333333037,energy,43200
9169366487452869020,3858916913295349392,0.05066804094672106,energy,43200
9169366487452869020,321339428307490795,0.033388930675286144,energy,43200
9169366487452869020,4836195412643814409,0.03332305609626851,energy,43200
8583732674121970774,8040070149115327324,0.16666666666666607,food,50400
7441247310698739687,503724981318367575,0.16666666666666607,food,50400
8583732674121970774,1984206695053779961,0.04372445908254896,food,50400
7441247310698739687,1984206695053779961,0.043716205220495574,food,50400
8583732674121970774,8040070149115327324,0.125,water,50400
7441247310698739687,503724981318367575,0.125,water,50400
8583732674121970774,1984206695053779961,0.032790624932232504,water,50400
7441247310698739687,1984206695053779961,0.03278986717961452,water,50400
8583732674121970774,8040070149115327324,0.08333333333333304,energy,50400
7441247310698739687,503724981318367575,0.08333333333333304,energy,50400
8583732674121970774,1984206695053779961,0.021861450663181792,energy,50400
7441247310698739687,1984206695053779961,0.02185887276134668,energy,50400
2881397816964998711,5313661390249077120,0.1666666666670622,food,50400
2881397816964998711,4563505370978656679,0.16666666666205288,food,50400
2881397816964998711,4896531326087462612,0.040379644865267794,food,50400
2881397816964998711,5313661390249077120,0.1250000000011262,water,50400
2881397816964998711,4563505370978656679,0.125,water,50400
