from,to,amount,resource
7851049941497163299,4347210521480882188,0.16666666666719188,food,7200
7851049941497163299,389617052163351919,0.16666666666673535,food,7200
7851049941497163299,6742705365577672490,0.16666666666668561,food,7200
7851049941497163299,5720308839690765664,0.1666666666665506,food,7200
7851049941497163299,3425925351201478581,0.16666666666645114,food,7200
7851049941497163299,348080963683509676,0.13455990357261616,food,7200
7851049941497163299,6050279052889026290,0.13255524238427885,food,7200
7851049941497163299,1260008766476521119,0.11003496949186253,food,7200
7851049941497163299,1428838192082967163,0.03443615864200389,food,7200
7851049941497163299,4347210521480882188,0.12500000000006928,water,7200
7851049941497163299,389617052163351919,0.12500000000000888,water,7200
7851049941497163299,6742705365577672490,0.125,water,7200
7851049941497163299,5720308839690765664,0.12499999999983302,water,7200
7851049941497163299,3425925351201478581,0.12499999999968736,water,7200
7851049941497163299,348080963683509676,0.10091992769205405,water,7200
7851049941497163299,6050279052889026290,0.09941643180074511,water,7200
7851049941497163299,1260008766476521119,0.08252622713230817,water,7200
7851049941497163299,1428838192082967163,0.025827118999449228,water,7200
7851049941497163299,3425925351201478581,0.08333333333348847,energy,7200
7851049941497163299,5720308839690765664,0.08333333333341031,energy,7200
7851049941497163299,6742705365577672490,0.08333333333333393,energy,7200
7851049941497163299,389617052163351919,0.08333333333331971,energy,7200
7851049941497163299,4347210521480882188,0.08333333333323711,energy,7200
7851049941497163299,348080963683509676,0.06727995179999402,energy,7200
7851049941497163299,6050279052889026290,0.0662776212057592,energy,7200
7851049941497163299,1260008766476521119,0.055017484760443214,energy,7200
7851049941497163299,1428838192082967163,0.01721807934034525,energy,7200
7851049941497163299,5720308839690765664,0.16666666666677799,food,14400
7851049941497163299,6742705365577672490,0.16666666666667496,food,14400
7851049941497163299,389617052163351919,0.16666666666666075,food,14400
3425925351201478581,4347210521480882188,0.1666666666666501,food,14400
7851049941497163299,348080963683509676,0.13455990359021452,food,14400
3425925351201478581,6050279052889026290,0.13255524240156458,food,14400
7851049941497163299,1260008766476521119,0.07430142901620318,food,14400
3425925351201478581,1260008766476521119,0.03573354049176025,food,14400
3425925351201478581,1428838192082967163,0.03443615865744243,food,14400
7851049941497163299,5720308839690765664,0.12500000000016698,water,14400
7851049941497163299,6742705365577672490,0.125,water,14400
7851049941497163299,389617052163351919,0.12499999999999467,water,14400
3425925351201478581,4347210521480882188,0.12499999999987743,water,14400
7851049941497163299,348080963683509676,0.10091992768191371,water,14400
3425925351201478581,6050279052889026290,0.09941643179081616,water,14400
7851049941497163299,1260008766476521119,0.055726755209088985,water,14400
3425925351201478581,1260008766476521119,0.02679947191351939,water,14400
3425925351201478581,1428838192082967163,0.02582711898832879,water,14400
7851049941497163299,4347210521480882188,0.08333333333337745,energy,14400
7851049941497163299,389617052163351919,0.08333333333334458,energy,14400
